Forced Category,DENK: strategie en doelen,ORGANISEER: ,quadrant,ring,status,"Label
",File Path,Section 1 # Titel,Section 2## Wat wordt hiermee bedoeld?,Section 3 ## Hoe staan we ervoor?,Section 4 ## Waar kan ik hier meer over lezen?,label,link,Section 5,Section 6,Section 7,Section 8,Category,New Category
Innovatie & Optimalisatie,,,3,2,0,"CSRD Rapportage
",C:\Users\jelle\Downloads\wiki\csrdRapportage.md,"# CSRD Rapportage
","## Wat wordt hiermee bedoeld?
De Corporate Sustainability Reporting Directive (CSRD) is een nieuwe EU-wetgeving die onlangs is ingevoerd om de duurzaamheid en sociale verantwoordelijkheid van bedrijven te verbeteren door middel van uitgebreide rapportage-eisen. De belangrijkste punten zijn:

- Uitgebreide Rapportage: Bedrijven moeten gedetailleerde informatie verstrekken over milieu-, sociale en governance (ESG) factoren.

- Gestandaardiseerde Normen: Er worden gestandaardiseerde rapportagenormen gebruikt om de transparantie en vergelijkbaarheid van gegevens te verbeteren.

- Externe Verificatie: De verstrekte informatie moet worden geverifieerd door een externe partij om de betrouwbaarheid te waarborgen.

Afhankelijke van het type bedrijf of de grootte in aantallen personeel en reserve op de balans zijn dit de belangrijkste data per wanneer er gerapporteerd moet worden:

- 2024: Grote ondernemingen die al onder de NFRD (Richtlijn Niet-financiele Rapportage) vallen (meer dan 500 werknemers).
- 2025: Alle grote ondernemingen (meer dan 250 werknemers, omzet > 40 miljoen euro of balanstotaal > 20 miljoen euro).
- 2026: Beursgenoteerde Klein en middelgrote ondernemingen. Daranaast alle kleine en niet-complexe kredietinstellingen en captive verzekeringsmaatschappijen.

","## Hoe staan we ervoor?
Wigo4it valt onder geen van bovenstaande organisaties en voldoet niet aan de eisen qua aantal personeel en balans. Daarmee hoeven wij voorlopig niets te rapporteren voor de CSRD. Dat neemt niet weg dat wij het wel belangrijk vinden en wel al een aantal acties uitvoeren die voorsorteren op een CSRD rapportage in de toekomst zoals:

- Transparantie genereren door deze Duurzaaheidsradar
- 1% van de begroting te reserveren voor duurzaamheid
- Nu al aan de auditor een hoofdstuk duurzaamheid aanleveren
- Er een MVO gepland staat voor 2025
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.ser.nl/nl/thema/duurzaamheid/eu-duurzaamheidsrapportage"">CSRD: EU-duurzaamheidsrapportage</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,2,3,0,"Dark Data
",C:\Users\jelle\Downloads\wiki\darkData.md,"# Dark Data
","## Wat wordt hiermee bedoeld?
Dark data verwijst naar de enorme hoeveelheden informatie die organisaties en personen verzamelen maar niet analyseren of gebruiken. Dit kan ongestructureerde gegevens bevatten, zoals e-mails, klantinformatie, foto's, sensordata, of logbestanden, die vaak worden opgeslagen zonder een duidelijk doel. Hoewel het niet actief wordt gebruikt, draagt deze data bij aan het energieverbruik en de ecologische voetafdruk van een organisatie, vooral door de middelen die nodig zijn om deze gegevens op te slaan en te beveiligen:


- Het opslaan van dark data verbruikt veel energie, vooral in datacentra die continu draaien en gekoeld moeten worden, wat bijdraagt aan de ecologische voetafdruk.

- Datacentra die dark data opslaan dragen wereldwijd bij aan aanzienlijke CO2-uitstoot, wat een negatieve impact heeft op het milieu.

- Wereldwijd wordt zo'n 70% (!) van de data die wordt opgeslagen, nooit meer geraadpleegd of gebruikt.

","## Hoe staan we ervoor?
Wigo4it probeert onnodige opslag zoveel mogelijk te voorkomen. Vroeger maakte we bijvoorbeeld complete backups (vmdk files) van onze servers. Tegenwoordig zit de gehele infrastructuur in code en backuppen we alleen nog de productie data. Daarnaast hebben we een duidelijke visie op archiveren die we actief uitvoeren. 

- We slaan honderden Terabytes minder op dan vier jaar geleden.

- Door overbodige data te verwijderen en alleen waardevolle gegevens te bewaren, is ons energieverbruik omlaag gegaan wat bijdraagt aan duurzaamheid (en kosten).

- Dark data voorkomen door kritisch te zijn wat je standaard logt, bewaard etc. Tenslotte is niet opslaan is het beste.
","## Waar kan ik hier meer over lezen?
- <a href=""https://en.wikipedia.org/wiki/Dark_data"">Dark Data</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,0,3,0,"Realtime Dashboards
",C:\Users\jelle\Downloads\wiki\dashboards.md,"# Realtime Dashboards
","## Wat wordt hiermee bedoeld?
Realtime dashboards bieden waardevolle inzichten door gegevens continue bij te werken en direct inzicht te geven in de huidige status van systemen en processen. Echter, het constant verzamelen, verwerken en weergeven van realtime gegevens  hebben een negatieve en vaak onnodige impact. Denk bijvoorbeeld aan het gebruik van servercapaciteit, opslag en netwerkbronnen voor het real-time monitoren van gegevens die leiden tot een verhoogd energieverbruik en een grotere ecologische voetafdruk. Uiteindelijk zorgt dit inefficiënte gebruik van resources voor verhoogde operationele kosten. 

- Hoge Energieconsumptie

Realtime dashboards vereisen constante dataverzameling en -verwerking, wat leidt tot continu gebruik van servers en netwerkbronnen. Dit resulteert in verhoogd energieverbruik en een grotere ecologische voetafdruk.

- Onnodige Belastingen: 

Het constant bijwerken van gegevens in realtime kan leiden tot onnodige belasting van de infrastructuur, wat meer middelen vereist voor gegevensverwerking en opslag.

- Inefficiëntie in Dataverwerking: 

Het voortdurend ophalen en verwerken van gegevens kan inefficiënt zijn, vooral als de informatie niet altijd noodzakelijk is, wat bijdraagt aan hogere operationele kosten en resourceverspilling.
","## Hoe staan we ervoor?
Door te begrijpen waarom realtime dashboards vaak niet een duurzame optie is, kunnen organisaties overwegen om alternatieve opties te implementeren die zowel de ecologische impact verminderen als de efficiëntie verbeteren. Zo hebben wij de keuze gemaakt dat realtime dashboards écht onnodig zijn en de onderstaande zaken doorgevoerd:

- Geen realtime dashboards meer. Gebruikers hebben een knop om de data te verversen en ja, dat kan dan soms een aantal minuten duren. 
- We verzamelen en verwerken gegevens in batches op geplande intervallen in plaats van continue. Dit vermindert de belasting op systemen en verlaagt het energieverbruik.
- We gebruiken event-driven systemen die alleen gegevens verwerken wanneer er significante wijzigingen zijn, in plaats van constant gegevens op te halen en bij te werken.
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.wigo4it.nl/?utm=duurzaamheidsradar"">Wigo4it website</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,0,2,0,"Data Collection Rules
",C:\Users\jelle\Downloads\wiki\dataCollectionRules.md,"# Data Collection Rules
","## Wat wordt hiermee bedoeld?
Data Collection Rules (in bijv Azure) helpen bij het bepalen welke gegevens überhaupt worden verzameld en hoe deze gegevens moeten worden verwerkt. In Azure Monitor en andere services kun je met Data Collection Rules specificeren welke gegevens moeten worden verzameld, gefilterd en naar waar deze gegevens moeten worden verzonden. DCR's maken het mogelijk om alleen de meest relevante gegevens op te slaan en onnodige gegevensuitwisseling of verwerking te vermijden. Dit helpt bij het optimaliseren van opslagruimte en rekenkracht, wat op zijn beurt bijdraagt aan duurzaamheid:

- Met DCR's kun je specifieke filters instellen om alleen de relevante en nuttige gegevens vast te leggen, in plaats van onnodige logbestanden, telemetrie of systeemgegevens te verzamelen die nooit worden gebruikt. Je gebruikt hierdoor minder opslag en dus minder stroom.

- Het versturen van grote hoeveelheden gegevens over netwerken verbruikt energie en verhoogt de belasting van netwerkapparatuur. Met DCR's kun je regelen welke gegevens naar centrale opslaglocaties, zoals Azure Monitor of Log Analytics, moeten worden verzonden. Door minder data te versturen, verminder je het dataverkeer en de bijbehorende energiebehoeften.

- In combinatie met retention policies kun je ervoor zorgen dat de data die is verzameld door DCR vervolgens ook niet langer bewaard wordt dan nodig is. 
","## Hoe staan we ervoor?
Wigo4it maakt gebruik van Data Collection Rules in combinatie met retention policies. Deze vallen in principe onder de toekomstige ['Verwijder strategie'](wiki.html?page=verwijderStrategie). Hoe hebben wij dit ingericht: 

- We maken gebruik van DCR policies waardoor nieuw uitgerolde resources automatisch de juist DCR instellingen krijgen met de benodigde Diagnostic settings en dit niet vergeten kan worden.

- Dankzij DCR met diagnostics (Terraform code) slaan we alleen de data op die we écht nodig hebben.

- Met retention policies zoals operationale nonprod logging wordt automatisch verwijderd na 31 dagen blijven we niet zitten met een bak aan data waar we nooit meer iets mee doen. 
","## Waar kan ik hier meer over lezen?
- <a href=""https://learn.microsoft.com/en-us/azure/azure-monitor/essentials/data-collection-rule-overview"">Data Collection Rules</a>
- <a href=""https://learn.microsoft.com/en-us/azure/azure-monitor/logs/data-retention-configure?tabs=portal-3%2Cportal-1%2Cportal-2"">Data retention policies</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,3,0,0,"Digitaal ondertekenen
",C:\Users\jelle\Downloads\wiki\digitaalOndertekenen.md,"# Digitaal ondertekenen
","## Wat wordt hiermee bedoeld?
Digitaal ondertekenen is het proces waarbij een elektronische handtekening wordt gebruikt om een document te ondertekenen. In plaats van een fysieke handtekening met pen op papier, gebruik je een digitale handtekening die vaak wordt gegenereerd met behulp van cryptografische technieken.

- Door digitaal te ondertekenen verminder je het gebruik van papier, inkt, en andere kantoorbenodigdheden zoals pennen en printers.

- Het digitaliseren van het ondertekenproces elimineert de noodzaak om documenten te printen, te scannen en per post te verzenden. 
","## Hoe staan we ervoor?
Wij ondertekenen alles digitaal, van arbeidsvoorwaarden voor medewerkers tot contracten met leveranciers.

- Elk document dat een handtekening vereist, wordt digitaal ondertekend.
- We zijn van vier printers naar slechts één gegaan.
- We hebben ons papierverbruik met meer dan 80% verminderd.
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.validsign.eu/"">ValidSign</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,1,1,0,"Digital CleanupDay
",C:\Users\jelle\Downloads\wiki\digitalCleanupDay.md,"# Digital CleanupDay
","## Wat wordt hiermee bedoeld?
Meer dan 4% van onze uitstoot wereldwijd wordt veroorzaakt door IT. De meeste mensen zijn zich hier niet van bewust, omdat het onzichtbaar is. Digital Cleanup Day is een jaarlijks terugkerend evenement waarbij mensen wereldwijd worden aangemoedigd om hun digitale omgeving op te schonen. Veel mensen realiseren zich niet dat opgeslagen digitale data zoals e-mails, foto's en documenten energie blijft verbruiken, zelfs als deze niet actief worden gebruikt. Deze gegevens worden vaak opgeslagen in datacenters, die permanent stroom en koeling nodig hebben. Hoe meer data wordt opgeslagen, hoe meer energie nodig is om dit allemaal draaiende te houden. Daarom draagt het verminderen van digitale vervuiling direct bij aan energie-efficiëntie en duurzaamheid. De doelen van Digital Cleanup Day: 

- Bewustwording vergroten over de verborgen ecologische impact van digitale vervuiling.

- Opschonen data in cloudopslag, oude e-mails, ongebruikte bestanden, apps en software om de energievraag te verminderen.

- Optimalisatie van hardware door het verwijderen van overbodige programma’s en bestanden, wat kan leiden tot een langere levensduur van apparaten en minder afval.

- Door miljoenen mensen wereldwijd hun digitale voetafdruk te laten verkleinen, kan Digital Cleanup Day bijdragen aan het verminderen van energieverbruik en CO2-uitstoot in datacenters.

Digital Cleanup day is ieder jaar op 15 maart, heeft meer dan een miljoen deelnemers wereldwijd en heeft tot dusver 14,5 miljoen GB aan data verwijderd. 
","## Hoe staan we ervoor?
Wigo4it doet naast haar eigen ['CleanupFest'](wiki.html?page=cleanupfest) ook ieder jaar mee aan Digital Cleanup Day. Los van bovenstaande voorbeelden hebben wij tijdens eerdere Cleanup days ook de volgende zaken aangepakt:

- Uitschrijven van digitale nieuwsbrieven die je toch nooit leest. 

- Uitschrijven van fysieke post / magazines etc.

- PIM notificatie mails uitgezet (scheelt 5000 mailtjes per maand)
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.digitalcleanupday.org/"">Digital Cleanup Day</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,1,1,0,"Dual SIM Telefoon
",C:\Users\jelle\Downloads\wiki\dualsimtelefoon.md,"# Dual SIM Telefoon
","## Wat wordt hiermee bedoeld?
Een dual SIM telefoon is een apparaat dat de mogelijkheid biedt om twee verschillende SIM-kaarten te gebruiken, wat betekent dat gebruikers zowel privé- als zakelijke telefoonnummers kunnen combineren in één telefoon. Dit biedt gemak voor mensen die anders twee aparte telefoons zouden gebruiken.

Voordelen van Dual SIM:

- **Privé en zakelijk combineren**: Eén telefoon kan zowel voor werk als privé worden gebruikt, zonder dat je twee apparaten hoeft mee te nemen. Je kan je werk sim en mail uitzetten wanneer je niet gestort wilt worden op je vrije dag.
- **Verminderd elektronisch afval**: In plaats van twee aparte telefoons, is er slechts één apparaat nodig, wat leidt tot minder productie en minder afval van verouderde toestellen.
- **Lagere energiebehoefte**: Door slechts één telefoon te gebruiken in plaats van twee, verbruik je minder energie voor het opladen en onderhouden van meerdere apparaten.
","## Hoe staan we ervoor?
We geven de voorkeur aan het gebruik van één zakelijke telefoon voor zowel werk als privé, in plaats van een tweede privételefoon. Daarom bieden we je de mogelijkheid om zelf een telefoon te kiezen die aansluit bij jouw persoonlijke voorkeuren en behoeften, zodat je met één toestel comfortabel kunt werken én privézaken kunt afhandelen. Goed voor het mileu en je portomee. 

Daarnaast geven we altijd de voorkeur aan reparatie van een telefoon, zelfs als de reparatiekosten hoger zijn dan de economische restwaarde van het toestel. 

Onze telefoons worden in vier jaar afgeschreven, maar uiteraard is het geen enkel probleem als je het toestel langer wilt blijven gebruiken.

",,,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,2,2,3,"Electricity Maps
",C:\Users\jelle\Downloads\wiki\electricityMap.md,"# Electricity Maps
","## Wat wordt hiermee bedoeld?
Electricity Maps is een website/tool die in realtime inzicht geeft in de CO2-uitstoot van elektriciteitsproductie over de hele wereld. De kaart toont welke energiebronnen worden gebruikt in verschillende regio's. Bijvoorbeeld hernieuwbare energie zoals wind en zonne-energie, of fossiele brandstoffen zoals kolen en gas. Daarnaast geeft het ook aan hoeveel CO2 er wordt uitgestoten per kilowattuur (kWh) elektriciteit. Deze informatie helpt bedrijven en individuen om geïnformeerde beslissingen te nemen over het gebruik van elektriciteit en de impact op het milieu te minimaliseren.

Wat doet de Electricity Maps?

- De kaart toont de actuele energieproductie en CO2-uitstoot van verschillende regio's en landen, zodat je kunt zien welke gebieden op dat moment gebruik maken van schone energie.

- Naast realtime informatie biedt Electricity Maps ook historische gegevens over het energiegebruik en de uitstoot, wat nuttig kan zijn voor trendanalyse.

- Electricity Maps biedt een API waarmee bedrijven en ontwikkelaars toegang kunnen krijgen tot deze CO2- en energiedata om hun eigen applicaties of systemen te verrijken met duurzaamheidsinformatie.

Vooral die laatste is super interessant! De mogelijkheden zijn eindeloos doordat je workloads automatisch kunt optimaliseren door ze te verplaatsen naar regio's met schone energie en processen op duurzame tijdstippen kunt uitvoeren. Dit helpt bedrijven om energie-efficiëntie te verhogen en hun ecologische voetafdruk te verkleinen.
","## Hoe staan we ervoor?
Wigo4it is momenteel aan het stoeien met de Electricity Maps API. Wij zien meerdere toepassingen: 

- Onze batches automatisch in de avond draaien daar waar er groene energie beschikbaar is, bijvoorbeeld in Frankfrijk wat vaak volledig groen is door kern energie.

- Onze builds / releases automatisch op de groenste plek draaien.

- Bepaalde minder belangrijke worloads pas laten draaien op het moment dat er groene energie beschikbaar is (zonder te verhuizen uit West-Europe region). 

- We kunnen hier ook de <a href=""https://carbon-aware-sdk.greensoftware.foundation/"">Carbon Aware SDK</a> voor inzetten. Dit is een super tof initiatief waar we nog te weinig mee doen. Deze gaan we binnenkort inzetten op onze FunovationDay!
","## Waar kan ik hier meer over lezen?
- <a href=""https://app.electricitymaps.com/zone/NL"">Electricity Maps</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,3,3,0,"E-Mail
",C:\Users\jelle\Downloads\wiki\email.md,"# E-Mail
","## Wat wordt hiermee bedoeld?
Dagelijks worden er wereldwijd een enorme hoeveelheid e-mails verstuurd. Volgens recente schattingen worden er dagelijks meer dan 300 miljard e-mails verstuurd. Dit aantal groeit voortdurend naarmate de wereldwijde digitale communicatie toeneemt.

Het verzenden van e-mails draagt bij aan de CO2-uitstoot, zij het op een relatief kleine schaal per individuele e-mail. De uitstoot komt voornamelijk voort uit het energieverbruik van datacenters, netwerkapparatuur en de apparaten die we gebruiken om e-mails te versturen en te ontvangen.

Schatting van CO2-uitstoot per e-mail:
- Korte e-mails (zoals zakelijke correspondentie): Ongeveer 4 gram CO2 per e-mail.

- Gemiddelde e-mails (met bijlagen): Ongeveer 50 gram CO2 per e-mail.

- Spam e-mails: Ongeveer 0.3 gram CO2 per e-mail.

Per persoon stoten we jaarlijks 45kg CO2 uit aan e-mail. Dat staat toch gelijk aan het produceren van 6750 plastic tasjes.
","## Hoe staan we ervoor?
Wij zijn ons bewust dat e-mail niet een hele grote impact heeft, desondanks brengen we het toch graag onder de aandacht, omdat er ook veel laaghangend fruit is. Er vanuitgaand dat de mail die je bewust stuurt echt nodig is, wordt er ook nog veel mail geautomatiseerd verstuurd. Zo hebben wij de onderstaande automatische mailing met 90% weten te verlagen. 

- Privileged Identity mail aanvragen en goedkeuringen (2000 per maand)

- Azure DevOps PR's, Pipelines, builds etc (5000 per maand)

- We schrijven ons uit voor nieuwsbrieven die we toch nooit lezen
","## Waar kan ik hier meer over lezen?

- <a href=""https://www.denkdoeduurzaam.nl/actueel/nieuws/2023/07/13/dagelijks-dataverkeer-is-vervuilend-wat-kan-er-anders#:~:text=1%20e%2Dmail%20die%20uit,10.000%20e%2Dmails%20per%20jaar."">Denk Doe Duurzaam</a>

![alt text](wiki/emailuitstoot.png)



",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,3,0,0,"Energielabel kantoor gebouwen
",C:\Users\jelle\Downloads\wiki\energielabelAplus.md,"# Energielabel kantoor gebouwen
","## Wat wordt hiermee bedoeld?
Vanaf 1 januari 2023 moeten alle kantoorgebouwen in Nederland die groter zijn dan 100 m² minimaal energielabel C hebben. Dit betekent dat deze gebouwen een primair fossiel energiegebruik van maximaal 225 kWh per m² per jaar mogen hebben. Als een kantoor niet aan deze eis voldoet, mag het niet meer als kantoor worden gebruikt.
Deze maatregel is onderdeel van de inspanningen om Nederland duurzamer te maken en de CO2-uitstoot te verminderen. Gemeenten en omgevingsdiensten handhaven deze verplichting en kunnen boetes opleggen aan eigenaren die niet voldoen. Naast de milieu en gezondheidsvoordelen zitten er ook twee voordelen aan voor de gebouweigenaren:

- Lagere energiekosten
- Hogere vastgoedwaarde
- Betere verhuurbaarheid
","## Hoe staan we ervoor?
Wigo4it is gevestigd het kantorenpand New Babylon in Den Haag. Dit pand heeft Energielabel A+. Grote voordelen hiervan zijn:

- Milieuvriendelijker
- Gezonder binnenklimaat 
- We zitten wel is in het donker vanwege de bewegingssensoren
- Positieve bedrijfsreputatie
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.kvk.nl/duurzaamheid/energielabel-c-volg-deze-stappen-en-voorkom-een-boete/"">Verplichting energielabel C: voorkom boete</a>",,,,,,,unknown,Innovatie & Optimalisatie
Innovatie & Optimalisatie,,,0,2,0,"Energy Proportionality
",C:\Users\jelle\Downloads\wiki\energyProportionality.md,"# Energy Proportionality
","## Wat wordt hiermee bedoeld?
Energy proportionality is het concept waarbij het energieverbruik van een apparaat, zoals een server of CPU, in verhouding moet staan tot de werkelijke belasting die het apparaat uitvoert. Ideaal gezien zou een processor alleen energie gebruiken in verhouding tot de rekenkracht die daadwerkelijk wordt gevraagd, maar in de praktijk werken veel systemen minder efficiënt bij gedeeltelijke belasting.

Voorbeelden van energy proportionality:

- **Hoge belasting, hoge efficiëntie**: Wanneer een CPU op 100% van zijn capaciteit draait, is deze over het algemeen het meest energie-efficiënt, omdat de volledige energie wordt omgezet in prestaties.
- **Lage belasting, lagere efficiëntie**: Bij 50% belasting verbruikt een CPU nog steeds een relatief groot deel van zijn maximale energie, maar levert slechts de helft van de prestaties, wat leidt tot een lagere energie-efficiëntie.
- **Het verschil met auto's**: Terwijl een auto het meest efficiënt rijdt bij lagere snelheden (zoals 90 km/u), en inefficiënt wordt bij hoge snelheden (zoals 200 km/u), werkt een CPU precies omgekeerd. Bij een CPU neemt de energie-efficiëntie juist toe naarmate de belasting stijgt richting 100%, omdat het energieverbruik in verhouding staat tot de geleverde prestaties.
- **Moderne CPU's verbeteren proportionaliteit**: Nieuwere CPU's hebben technologieën zoals ""dynamic voltage and frequency scaling"" (DVFS), waarmee ze hun energieverbruik kunnen aanpassen op basis van de werklast. Dit maakt ze efficiënter dan oudere generaties. Hoewel er vooruitgang is geboekt, blijft het energieverbruik bij gedeeltelijke belasting nog steeds een uitdaging. Zelfs wanneer een processor slechts voor 20-30% wordt belast, kan hij tot 50-70% van zijn maximale energie verbruiken.
","## Hoe staan we ervoor?
De zoektocht naar betere energy proportionality is een belangrijk onderwerp bij ons, omdat het verbeteren van de energie-efficiëntie bij lagere belasting kan leiden tot aanzienlijke energiebesparingen, vooral in onze cloud. Daarom kiezen we er liever voor om in het begin kleiner te schalen en vervolgens op te schalen naarmate de vraag groeit, in plaats van direct te overdimensioneren.
","## Plaatje
![alt text](wiki/energyProportionality.png) ",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,2,1,2,"Event-Driven Architectuur
",C:\Users\jelle\Downloads\wiki\eventDriven.md,"# Event-Driven Architectuur
","## Wat wordt hiermee bedoeld?
Een event-driven architectuur is een systeemontwerp waarbij processen en acties alleen worden geactiveerd door specifieke gebeurtenissen (events). Dit zorgt voor efficiënter gebruik van systeemresources en vermindert energieverbruik, omdat het systeem niet constant hoeft te controleren op veranderingen (zoals bij API polling). In plaats daarvan blijft het systeem inactief totdat een event optreedt, zoals het voltooien van een transactie of het uploaden van een bestand. Dit leidt tot een aanzienlijke vermindering van energieverspilling en een lagere CO?-uitstoot.

Voorbeelden van event-driven architecturen:

- **Event-driven cloud services**: Applicaties die gebruikmaken van diensten zoals AWS Lambda, Google Cloud Functions, of Azure Event Grid activeren resources alleen wanneer er een specifiek event plaatsvindt. Bijvoorbeeld, als een bestand wordt geüpload naar een cloudopslag, wordt de verwerking pas gestart zodra dat event zich voordoet, terwijl de resources tussen events in inactief blijven.
  
- **Asynchrone verwerking**: Bij event-driven architecturen kunnen processen asynchroon plaatsvinden, waardoor de systeembelasting beter verdeeld wordt en piekbelastingen worden vermeden. Dit zorgt voor een efficiëntere benutting van de beschikbare infrastructuur.
","## Hoe staan we ervoor?  
We zijn actief bezig met het transformeren van onze BizTalk-oplossingen naar cloud-native, event-driven architecturen. Deze transitie stelt ons in staat om de flexibiliteit en schaalbaarheid van moderne cloudinfrastructuren volledig te benutten. Door deze verschuiving verbeteren we niet alleen de prestaties en efficiëntie van onze systemen, maar realiseren we ook aanzienlijke kosten- en energiebesparingen.

- **Energiebesparing en duurzaamheid**: Door het elimineren van altijd-actieve processen en over te stappen naar event-driven processen, verminderen we ons energieverbruik en verlagen we onze CO?-uitstoot. Dit draagt bij aan onze doelstelling om een duurzamere IT-omgeving te creëren.
- **Verbeterde veerkracht**: Cloud-native oplossingen bieden ons niet alleen flexibiliteit, maar verhogen ook de veerkracht en beschikbaarheid van onze systemen. Event-driven architecturen helpen ons bij het minimaliseren van downtime en zorgen voor een snellere reactie op veranderingen in vraag en aanbod.
","## Waar kan ik hier meer over lezen?
- <a href=""https://solace.com/blog/evolution-of-apis-restful-event-driven-apis/"">From RESTful to Event-Driven</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,0,3,0,"Full Data Sets
",C:\Users\jelle\Downloads\wiki\fullDataSets.md,"# Full Data Sets
","## Wat wordt hiermee bedoeld?
Het opslaan en verwerken van volledige datasets vergt aanzienlijke hoeveelheden energie. Datacenters draaien continu, vaak met hoge koelingsbehoeften, wat leidt tot een hoge CO2-uitstoot. Dit energieverbruik maakt het opslaan en beheren van volledige datasets op de lange termijn niet duurzaam. 1 Terabyte aan data verbruikt 15 kWh aan stroom en kost 280KG aan CO2.

Volledige datasets nemen veel opslagruimte in beslag. Naarmate de datasets groter worden, is er meer fysieke hardware nodig, wat leidt tot een grotere ecologische voetafdruk. Bovendien moeten verouderde gegevens vaak worden opgeslagen, wat extra ruimte en middelen vergt zonder dat deze gegevens altijd nuttig zijn.

Het werken met volledige datasets kan leiden tot inefficiënte processen, zoals langere verwerkingstijden en hogere kosten. Dit betekent meer verbruik van energie en tijd, zonder dat het altijd bijdraagt aan waardevolle inzichten. Dit is inefficiënt en draagt bij aan onnodige belasting van zowel IT-systemen als het milieu.

Voorbeelden:

- Veel bedrijven verzamelen enorme hoeveelheden gegevens, waarvan een groot deel nooit wordt gebruikt. Dit leidt tot verspilling van opslag en verwerkingskracht, wat zowel duur als milieubelastend is.

- Bedrijven bewaren vaak volledige datasets inclusief verouderde of irrelevante informatie. Dit verhoogt de behoefte aan opslagsystemen en servers, die continue energie verbruiken, zonder dat deze gegevens daadwerkelijk nuttig zijn.

- Vaak draaien er in het IT landschap meerdere omgevingen (OTAP) en gebruiken die omgevingen complete kopiën van (geanonimiseerde) productiedata. Het is veel efficienter als slechts een beperkte dataset gebruikt wordt.
","## Hoe staan we ervoor?
Wigo4it heeft inmiddels on-demand omgevingen waardoor er veel minder omgevingen met volledige datasets draaien. Daarnaast hebben we de onderstaande zaken uitgevoerd of kunnen we nog zaken verbeteren:

- Verouderde data wordt automatisch verwijderd via retention policies en data die bewaard moet worden, wordt gearchiveerd (en minimaal bewaard).

- We zouden nog kunnen kijken naar compressie. Dit zorgt voor minder opslag. 

- We slaan de data al op in de cloud. Dat is duurzamer vanwege fluctuaties. We kunnen dus flexibeler omgaan met opslagbehoefte en betalen alleen voor wat we gebruiken.

- We zijn bezig om te kijken of we met minimale datasets kunnen gaan werken. Bijvoorbeeld alleen klanten die beginnen met de letter A tm C. 
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.wigo4it.nl/?utm=duurzaamheidsradar"">Wigo4it website</a>",,,,,,,unknown,onbekend
